epoch,phase,loss,accuracy,macro_f1
0,train,0.421111010922745,0.4715186705375913,0.0915514174919576
0,val,0.2466552748241545,0.4238052299368801,0.0850447842214783
0,test,0.2217060129304498,0.4812260536398467,0.0928238858916562
1,train,0.232084549940352,0.4715186705375913,0.0915514174919576
1,val,0.2452218270817783,0.4238052299368801,0.0850447842214783
1,test,0.2221323041623579,0.4812260536398467,0.0928238858916562
2,train,0.2293655372390053,0.4715186705375913,0.0915514174919576
2,val,0.2448702624136526,0.4238052299368801,0.0850447842214783
2,test,0.2194347311710489,0.4812260536398467,0.0928238858916562
3,train,0.2267133925393162,0.4715186705375913,0.0915514174919576
3,val,0.2475837836188169,0.4238052299368801,0.0850447842214783
3,test,0.2206558043472611,0.4812260536398467,0.0928238858916562
4,train,0.232753390414046,0.4715186705375913,0.0915514174919576
4,val,0.2431618005870375,0.4238052299368801,0.0850447842214783
4,test,0.21922753619965,0.4812260536398467,0.0928238858916562
5,train,0.2308883050452727,0.4715186705375913,0.0915514174919576
5,val,0.2458787242553597,0.4238052299368801,0.0850447842214783
5,test,0.2203503680868623,0.4812260536398467,0.0928238858916562
6,train,0.2280812985461889,0.4715186705375913,0.0915514174919576
6,val,0.2448714137399809,0.4238052299368801,0.0850447842214783
6,test,0.2199421911860791,0.4812260536398467,0.0928238858916562
7,train,0.226595243904693,0.4715186705375913,0.0915514174919576
7,val,0.2427516192654643,0.4238052299368801,0.0850447842214783
7,test,0.2185772154066297,0.4812260536398467,0.0928238858916562
8,train,0.2294200511819124,0.4715186705375913,0.0915514174919576
8,val,0.2444643928619845,0.4238052299368801,0.0850447842214783
8,test,0.2190610844970206,0.4812260536398467,0.0928238858916562
9,train,0.2280368981596699,0.4715186705375913,0.0915514174919576
9,val,0.2480322393723927,0.4238052299368801,0.0850447842214783
9,test,0.2206252736150076,0.4812260536398467,0.0928238858916562
10,train,0.2297993436760045,0.4715186705375913,0.0915514174919576
10,val,0.2446930011292639,0.4238052299368801,0.0850447842214783
10,test,0.2193669428313829,0.4812260536398467,0.0928238858916562
11,train,0.2282820938212674,0.4715186705375913,0.0915514174919576
11,val,0.2446595911672246,0.4238052299368801,0.0850447842214783
11,test,0.2189709202083134,0.4812260536398467,0.0928238858916562
12,train,0.2282605415926357,0.4715186705375913,0.0915514174919576
12,val,0.244605073985804,0.4238052299368801,0.0850447842214783
12,test,0.2195618973837958,0.4812260536398467,0.0928238858916562
13,train,0.2276884440218158,0.4715186705375913,0.0915514174919576
13,val,0.2465329241440896,0.4238052299368801,0.0850447842214783
13,test,0.2208013041266079,0.4812260536398467,0.0928238858916562
14,train,0.2290515381063781,0.4715186705375913,0.0915514174919576
14,val,0.2434696416472185,0.4238052299368801,0.0850447842214783
14,test,0.2188031727783524,0.4812260536398467,0.0928238858916562
15,train,0.2259877503592517,0.4715186705375913,0.0915514174919576
15,val,0.2447407043012442,0.4238052299368801,0.0850447842214783
15,test,0.2189915872168266,0.4812260536398467,0.0928238858916562
16,train,0.230903196796836,0.4715186705375913,0.0915514174919576
16,val,0.2425702593689893,0.4238052299368801,0.0850447842214783
16,test,0.2181496133292771,0.4812260536398467,0.0928238858916562
17,train,0.2293823236059362,0.4715186705375913,0.0915514174919576
17,val,0.2447633461386798,0.4238052299368801,0.0850447842214783
17,test,0.2189677069470343,0.4812260536398467,0.0928238858916562
18,train,0.22695407123925,0.4715186705375913,0.0915514174919576
18,val,0.2461910780159818,0.4238052299368801,0.0850447842214783
18,test,0.2199662613686017,0.4812260536398467,0.0928238858916562
19,train,0.2288776782110732,0.4715186705375913,0.0915514174919576
19,val,0.2435448163796159,0.4238052299368801,0.0850447842214783
19,test,0.21834283765705154,0.4812260536398467,0.0928238858916562
